Divipola,Departamento,Municipio,Numerador,Denominador,ValorIndicador,Anio
8421,Atlántico,Luruaco,0,355,0.00,2005
8436,Atlántico,Manatí,0,211,0.00,2005
8520,Atlántico,Palmar de Varela,0,327,0.00,2005
8549,Atlántico,Piojó,0,93,0.00,2005
8560,Atlántico,Ponedera,0,454,0.00,2005
8573,Atlántico,Puerto Colombia,0,419,0.00,2005
8770,Atlántico,Suan,0,112,0.00,2005
8832,Atlántico,Tubará,0,137,0.00,2005
8849,Atlántico,Usiacurí,0,117,0.00,2005
13006,Bolívar,Achí,0,288,0.00,2005
13042,Bolívar,Arenal,0,185,0.00,2005
13140,Bolívar,Calamar,0,302,0.00,2005
13188,Bolívar,Cicuco,0,149,0.00,2005
13212,Bolívar,Córdoba,0,181,0.00,2005
13222,Bolívar,Clemencia,0,200,0.00,2005
13268,Bolívar,El Peñón,0,133,0.00,2005
13300,Bolívar,Hatillo de Loba,0,144,0.00,2005
13440,Bolívar,Margarita,0,113,0.00,2005
13458,Bolívar,Montecristo,0,76,0.00,2005
13549,Bolívar,Pinillos,0,190,0.00,2005
13580,Bolívar,Regidor,0,108,0.00,2005
13620,Bolívar,San Cristóbal,0,93,0.00,2005
13647,Bolívar,San Estanislao,0,199,0.00,2005
13650,Bolívar,San Fernando,0,148,0.00,2005
13657,Bolívar,San Juan Nepomuceno,0,474,0.00,2005
13683,Bolívar,Santa Rosa,0,289,0.00,2005
13760,Bolívar,Soplaviento,0,106,0.00,2005
13838,Bolívar,Turbaná,0,231,0.00,2005
15022,Boyacá,Almeida,0,20,0.00,2005
15051,Boyacá,Arcabuco,0,90,0.00,2005
15087,Boyacá,Belén,0,136,0.00,2005
15090,Boyacá,Berbeo,0,31,0.00,2005
15092,Boyacá,Betéitiva,0,25,0.00,2005
15097,Boyacá,Boavita,0,82,0.00,2005
15104,Boyacá,Boyacá,0,81,0.00,2005
15106,Boyacá,Briceño,0,32,0.00,2005
15109,Boyacá,Buenavista,0,108,0.00,2005
15114,Boyacá,Busbanzá,0,13,0.00,2005
15131,Boyacá,Caldas,0,57,0.00,2005
15135,Boyacá,Campohermoso,0,49,0.00,2005
15162,Boyacá,Cerinza,0,60,0.00,2005
15172,Boyacá,Chinavita,0,54,0.00,2005
15176,Boyacá,Chiquinquirá,0,1170,0.00,2005
15180,Boyacá,Chiscas,0,55,0.00,2005
15185,Boyacá,Chitaraque,0,116,0.00,2005
15187,Boyacá,Chivatá,0,39,0.00,2005
15189,Boyacá,Ciénega,0,94,0.00,2005
15204,Boyacá,Cómbita,0,174,0.00,2005
15212,Boyacá,Coper,0,56,0.00,2005
15215,Boyacá,Corrales,0,37,0.00,2005
15218,Boyacá,Covarachía,0,51,0.00,2005
15224,Boyacá,Cucaita,0,101,0.00,2005
15226,Boyacá,Cuítiva,0,19,0.00,2005
15232,Boyacá,Chíquiza,0,92,0.00,2005
15236,Boyacá,Chivor,0,26,0.00,2005
15244,Boyacá,El Cocuy,0,105,0.00,2005
15248,Boyacá,El Espino,0,47,0.00,2005
15272,Boyacá,Firavitoba,0,92,0.00,2005
15276,Boyacá,Floresta,0,41,0.00,2005
15317,Boyacá,Guacamayas,0,34,0.00,2005
15322,Boyacá,Guateque,0,174,0.00,2005
15325,Boyacá,Guayatá,0,37,0.00,2005
15332,Boyacá,Güicán,0,76,0.00,2005
15362,Boyacá,Iza,0,33,0.00,2005
15367,Boyacá,Jenesano,0,105,0.00,2005
15368,Boyacá,Jericó,0,86,0.00,2005
15377,Boyacá,Labranzagrande,0,43,0.00,2005
15380,Boyacá,La Capilla,0,36,0.00,2005
15401,Boyacá,La Victoria,0,16,0.00,2005
15403,Boyacá,La Uvita,0,46,0.00,2005
15407,Boyacá,Villa de Leyva,0,186,0.00,2005
15425,Boyacá,Macanal,0,54,0.00,2005
15442,Boyacá,Maripí,0,140,0.00,2005
15455,Boyacá,Miraflores,0,142,0.00,2005
15466,Boyacá,Monguí,0,75,0.00,2005
15476,Boyacá,Motavita,0,108,0.00,2005
15480,Boyacá,Muzo,0,210,0.00,2005
15491,Boyacá,Nobsa,0,233,0.00,2005
15494,Boyacá,Nuevo Colón,0,106,0.00,2005
15500,Boyacá,Oicatá,0,35,0.00,2005
15507,Boyacá,Otanche,0,202,0.00,2005
15511,Boyacá,Pachavita,0,32,0.00,2005
15514,Boyacá,Páez,0,49,0.00,2005
15518,Boyacá,Pajarito,0,36,0.00,2005
15522,Boyacá,Panqueba,0,16,0.00,2005
15531,Boyacá,Pauna,0,157,0.00,2005
15533,Boyacá,Paya,0,14,0.00,2005
15537,Boyacá,Paz de Río,0,82,0.00,2005
15542,Boyacá,Pesca,0,130,0.00,2005
15550,Boyacá,Pisba,0,17,0.00,2005
15580,Boyacá,Quípama,0,114,0.00,2005
15599,Boyacá,Ramiriquí,0,211,0.00,2005
15600,Boyacá,Ráquira,0,112,0.00,2005
15621,Boyacá,Rondón,0,27,0.00,2005
15632,Boyacá,Saboyá,0,183,0.00,2005
15638,Boyacá,Sáchica,0,112,0.00,2005
15646,Boyacá,Samacá,0,430,0.00,2005
15660,Boyacá,San Eduardo,0,21,0.00,2005
15664,Boyacá,San José de Pare,0,73,0.00,2005
15667,Boyacá,San Luis de Gaceno,0,124,0.00,2005
15673,Boyacá,San Mateo,0,57,0.00,2005
15676,Boyacá,San Miguel de Sema,0,67,0.00,2005
15681,Boyacá,San Pablo de Borbur,0,175,0.00,2005
15686,Boyacá,Santana,0,165,0.00,2005
15690,Boyacá,Santa María,0,60,0.00,2005
15696,Boyacá,Santa Sofía,0,42,0.00,2005
15720,Boyacá,Sativanorte,0,29,0.00,2005
15723,Boyacá,Sativasur,0,18,0.00,2005
15740,Boyacá,Siachoque,0,130,0.00,2005
15753,Boyacá,Soatá,0,137,0.00,2005
15755,Boyacá,Socotá,0,136,0.00,2005
15761,Boyacá,Somondoco,0,33,0.00,2005
15762,Boyacá,Sora,0,53,0.00,2005
15763,Boyacá,Sotaquirá,0,131,0.00,2005
15764,Boyacá,Soracá,0,107,0.00,2005
15774,Boyacá,Susacón,0,35,0.00,2005
15776,Boyacá,Sutamarchán,0,99,0.00,2005
15778,Boyacá,Sutatenza,0,47,0.00,2005
15790,Boyacá,Tasco,0,122,0.00,2005
15798,Boyacá,Tenza,0,62,0.00,2005
15804,Boyacá,Tibaná,0,156,0.00,2005
15808,Boyacá,Tinjacá,0,28,0.00,2005
15810,Boyacá,Tipacoque,0,49,0.00,2005
15814,Boyacá,Toca,0,164,0.00,2005
15816,Boyacá,Togüí,0,109,0.00,2005
15822,Boyacá,Tota,0,111,0.00,2005
15832,Boyacá,Tununguá,0,21,0.00,2005
15835,Boyacá,Turmequé,0,137,0.00,2005
15837,Boyacá,Tuta,0,116,0.00,2005
15839,Boyacá,Tutazá,0,29,0.00,2005
15842,Boyacá,Umbita,0,113,0.00,2005
15861,Boyacá,Ventaquemada,0,282,0.00,2005
15879,Boyacá,Viracachá,0,55,0.00,2005
17042,Caldas,Anserma,0,536,0.00,2005
17050,Caldas,Aranzazu,0,208,0.00,2005
17088,Caldas,Belalcázar,0,170,0.00,2005
17174,Caldas,Chinchiná,0,880,0.00,2005
17272,Caldas,Filadelfia,0,174,0.00,2005
17388,Caldas,La Merced,0,101,0.00,2005
17442,Caldas,Marmato,0,131,0.00,2005
17446,Caldas,Marulanda,0,45,0.00,2005
17486,Caldas,Neira,0,340,0.00,2005
17495,Caldas,Norcasia,0,154,0.00,2005
17513,Caldas,Pácora,0,198,0.00,2005
17524,Caldas,Palestina,0,307,0.00,2005
17541,Caldas,Pensilvania,0,389,0.00,2005
17614,Caldas,Riosucio,0,718,0.00,2005
17616,Caldas,Risaralda,0,201,0.00,2005
17653,Caldas,Salamina,0,300,0.00,2005
17665,Caldas,San José,0,72,0.00,2005
17867,Caldas,Victoria,0,143,0.00,2005
17877,Caldas,Viterbo,0,207,0.00,2005
18029,Caquetá,Albania,0,84,0.00,2005
18094,Caquetá,Belén de Los Andaquies,0,172,0.00,2005
18256,Caquetá,El Paujil,0,271,0.00,2005
18460,Caquetá,Milán,0,155,0.00,2005
18610,Caquetá,San José del Fragua,0,230,0.00,2005
18756,Caquetá,Solano,0,124,0.00,2005
18785,Caquetá,Solita,0,148,0.00,2005
18860,Caquetá,Valparaíso,0,149,0.00,2005
19050,Cauca,Argelia,0,417,0.00,2005
19100,Cauca,Bolívar,0,605,0.00,2005
19110,Cauca,Buenos Aires,0,271,0.00,2005
19130,Cauca,Cajibío,0,634,0.00,2005
19137,Cauca,Caldono,0,261,0.00,2005
19212,Cauca,Corinto,0,413,0.00,2005
19355,Cauca,Inzá,0,560,0.00,2005
19397,Cauca,La Vega,0,245,0.00,2005
19450,Cauca,Mercaderes,0,260,0.00,2005
19455,Cauca,Miranda,0,315,0.00,2005
19473,Cauca,Morales,0,308,0.00,2005
19533,Cauca,Piamonte,0,57,0.00,2005
19548,Cauca,Piendamó,0,571,0.00,2005
19585,Cauca,Puracé,0,235,0.00,2005
19622,Cauca,Rosas,0,123,0.00,2005
19693,Cauca,San Sebastián,0,128,0.00,2005
19698,Cauca,Santander de Quilichao,0,1679,0.00,2005
19701,Cauca,Santa Rosa,0,22,0.00,2005
19760,Cauca,Sotara,0,131,0.00,2005
19807,Cauca,Timbío,0,457,0.00,2005
19824,Cauca,Totoró,0,307,0.00,2005
19845,Cauca,Villa Rica,0,190,0.00,2005
20032,Cesar,Astrea,0,379,0.00,2005
20045,Cesar,Becerril,0,263,0.00,2005
20060,Cesar,Bosconia,0,645,0.00,2005
20175,Cesar,Chimichagua,0,597,0.00,2005
20178,Cesar,Chiriguaná,0,582,0.00,2005
20238,Cesar,El Copey,0,512,0.00,2005
20250,Cesar,El Paso,0,462,0.00,2005
20310,Cesar,González,0,57,0.00,2005
20517,Cesar,Pailitas,0,341,0.00,2005
20550,Cesar,Pelaya,0,372,0.00,2005
20614,Cesar,Río de Oro,0,196,0.00,2005
20710,Cesar,San Alberto,0,510,0.00,2005
20750,Cesar,San Diego,0,304,0.00,2005
20770,Cesar,San Martín,0,420,0.00,2005
20787,Cesar,Tamalameque,0,298,0.00,2005
23068,Córdoba ,Ayapel,0,732,0.00,2005
23079,Córdoba ,Buenavista,0,389,0.00,2005
23090,Córdoba ,Canalete,0,285,0.00,2005
23168,Córdoba ,Chimá,0,236,0.00,2005
23182,Córdoba ,Chinú,0,655,0.00,2005
23350,Córdoba ,La Apartada,0,178,0.00,2005
23464,Córdoba ,Momil,0,264,0.00,2005
23555,Córdoba ,Planeta Rica,0,1286,0.00,2005
23570,Córdoba ,Pueblo Nuevo,0,471,0.00,2005
23574,Córdoba ,Puerto Escondido,0,256,0.00,2005
23586,Córdoba ,Purísima,0,249,0.00,2005
23670,Córdoba ,San Andrés Sotavento,0,815,0.00,2005
23675,Córdoba ,San Bernardo del Viento,0,501,0.00,2005
23678,Córdoba ,San Carlos,0,221,0.00,2005
23686,Córdoba ,San Pelayo,0,523,0.00,2005
25001,Cundinamarca,Agua de Dios,0,145,0.00,2005
25019,Cundinamarca,Albán,0,74,0.00,2005
25035,Cundinamarca,Anapoima,0,163,0.00,2005
25040,Cundinamarca,Anolaima,0,206,0.00,2005
25053,Cundinamarca,Arbeláez,0,187,0.00,2005
25086,Cundinamarca,Beltrán,0,17,0.00,2005
25095,Cundinamarca,Bituima,0,22,0.00,2005
25099,Cundinamarca,Bojacá,0,134,0.00,2005
25123,Cundinamarca,Cachipay,0,133,0.00,2005
25151,Cundinamarca,Caqueza,0,346,0.00,2005
25154,Cundinamarca,Carmen de Carupa,0,157,0.00,2005
25168,Cundinamarca,Chaguaní,0,36,0.00,2005
25178,Cundinamarca,Chipaque,0,123,0.00,2005
25181,Cundinamarca,Choachí,0,173,0.00,2005
25183,Cundinamarca,Chocontá,0,436,0.00,2005
25200,Cundinamarca,Cogua,0,292,0.00,2005
25224,Cundinamarca,Cucunubá,0,120,0.00,2005
25245,Cundinamarca,El Colegio,0,287,0.00,2005
25258,Cundinamarca,El Peñón,0,58,0.00,2005
25279,Cundinamarca,Fomeque,0,199,0.00,2005
25281,Cundinamarca,Fosca,0,126,0.00,2005
25286,Cundinamarca,Funza,0,996,0.00,2005
25288,Cundinamarca,Fúquene,0,60,0.00,2005
25293,Cundinamarca,Gachala,0,74,0.00,2005
25295,Cundinamarca,Gachancipá,0,161,0.00,2005
25297,Cundinamarca,Gachetá,0,171,0.00,2005
25299,Cundinamarca,Gama,0,54,0.00,2005
25312,Cundinamarca,Granada,0,83,0.00,2005
25317,Cundinamarca,Guachetá,0,258,0.00,2005
25320,Cundinamarca,Guaduas,0,423,0.00,2005
25322,Cundinamarca,Guasca,0,184,0.00,2005
25324,Cundinamarca,Guataquí,0,31,0.00,2005
25326,Cundinamarca,Guatavita,0,84,0.00,2005
25328,Cundinamarca,Guayabal de Siquima,0,71,0.00,2005
25335,Cundinamarca,Guayabetal,0,69,0.00,2005
25339,Cundinamarca,Gutiérrez,0,47,0.00,2005
25368,Cundinamarca,Jerusalén,0,22,0.00,2005
25377,Cundinamarca,La Calera,0,341,0.00,2005
25386,Cundinamarca,La Mesa,0,439,0.00,2005
25394,Cundinamarca,La Palma,0,111,0.00,2005
25398,Cundinamarca,La Peña,0,72,0.00,2005
25407,Cundinamarca,Lenguazaque,0,160,0.00,2005
25426,Cundinamarca,Macheta,0,89,0.00,2005
25436,Cundinamarca,Manta,0,46,0.00,2005
25483,Cundinamarca,Nariño,0,50,0.00,2005
25486,Cundinamarca,Nemocón,0,223,0.00,2005
25489,Cundinamarca,Nimaima,0,20,0.00,2005
25491,Cundinamarca,Nocaima,0,61,0.00,2005
25506,Cundinamarca,Venecia,0,50,0.00,2005
25513,Cundinamarca,Pacho,0,471,0.00,2005
25518,Cundinamarca,Paime,0,55,0.00,2005
25524,Cundinamarca,Pandi,0,54,0.00,2005
25530,Cundinamarca,Paratebueno,0,103,0.00,2005
25580,Cundinamarca,Pulí,0,30,0.00,2005
25592,Cundinamarca,Quebradanegra,0,40,0.00,2005
25594,Cundinamarca,Quetame,0,97,0.00,2005
25599,Cundinamarca,Apulo,0,70,0.00,2005
25645,Cundinamarca,San Antonio del Tequendama,0,143,0.00,2005
25649,Cundinamarca,San Bernardo,0,152,0.00,2005
25653,Cundinamarca,San Cayetano,0,78,0.00,2005
25658,Cundinamarca,San Francisco,0,108,0.00,2005
25662,Cundinamarca,San Juan de Río Seco,0,141,0.00,2005
25718,Cundinamarca,Sasaima,0,172,0.00,2005
25736,Cundinamarca,Sesquilé,0,204,0.00,2005
25740,Cundinamarca,Sibaté,0,401,0.00,2005
25743,Cundinamarca,Silvania,0,332,0.00,2005
25745,Cundinamarca,Simijaca,0,205,0.00,2005
25758,Cundinamarca,Sopó,0,317,0.00,2005
25777,Cundinamarca,Supatá,0,45,0.00,2005
25779,Cundinamarca,Susa,0,108,0.00,2005
25781,Cundinamarca,Sutatausa,0,87,0.00,2005
25785,Cundinamarca,Tabio,0,251,0.00,2005
25797,Cundinamarca,Tena,0,85,0.00,2005
25805,Cundinamarca,Tibacuy,0,45,0.00,2005
25807,Cundinamarca,Tibirita,0,32,0.00,2005
25815,Cundinamarca,Tocaima,0,250,0.00,2005
25817,Cundinamarca,Tocancipá,0,451,0.00,2005
25823,Cundinamarca,Topaipí,0,38,0.00,2005
25851,Cundinamarca,Útica,0,56,0.00,2005
25862,Cundinamarca,Vergara,0,75,0.00,2005
25871,Cundinamarca,Villagómez,0,38,0.00,2005
25873,Cundinamarca,Villapinzón,0,310,0.00,2005
25875,Cundinamarca,Villeta,0,366,0.00,2005
25878,Cundinamarca,Viotá,0,190,0.00,2005
25898,Cundinamarca,Zipacón,0,53,0.00,2005
27006,Chocó,Acandí,0,150,0.00,2005
27025,Chocó,Alto Baudo,0,16,0.00,2005
27075,Chocó,Bahía Solano,0,107,0.00,2005
27077,Chocó,Bajo Baudó,0,16,0.00,2005
27099,Chocó,Bojaya,0,60,0.00,2005
27135,Chocó,El Cantón del San Pablo,0,35,0.00,2005
27150,Chocó,Carmen del Darien,0,7,0.00,2005
27160,Chocó,Cértegui,0,31,0.00,2005
27245,Chocó,El Carmen de Atrato,0,67,0.00,2005
27372,Chocó,Juradó,0,11,0.00,2005
27413,Chocó,Lloró,0,123,0.00,2005
27495,Chocó,Nuquí,0,50,0.00,2005
27580,Chocó,Río Iro,0,17,0.00,2005
27600,Chocó,Río Quito,0,65,0.00,2005
27660,Chocó,San José del Palmar,0,85,0.00,2005
27745,Chocó,Sipí,0,21,0.00,2005
27787,Chocó,Tadó,0,205,0.00,2005
27800,Chocó,Unguía,0,70,0.00,2005
27810,Chocó,Unión Panamericana,0,78,0.00,2005
41013,Huila,Agrado,0,173,0.00,2005
41020,Huila,Algeciras,0,499,0.00,2005
41026,Huila,Altamira,0,68,0.00,2005
41206,Huila,Colombia,0,127,0.00,2005
41244,Huila,Elías,0,61,0.00,2005
41306,Huila,Gigante,0,575,0.00,2005
41319,Huila,Guadalupe,0,397,0.00,2005
41378,Huila,La Argentina,0,270,0.00,2005
41483,Huila,Nátaga,0,127,0.00,2005
41503,Huila,Oporapa,0,232,0.00,2005
41518,Huila,Paicol,0,105,0.00,2005
41524,Huila,Palermo,0,411,0.00,2005
41530,Huila,Palestina,0,231,0.00,2005
41548,Huila,Pital,0,285,0.00,2005
41551,Huila,Pitalito,0,2738,0.00,2005
41615,Huila,Rivera,0,391,0.00,2005
41660,Huila,Saladoblanco,0,233,0.00,2005
41797,Huila,Tesalia,0,174,0.00,2005
41799,Huila,Tello,0,180,0.00,2005
41801,Huila,Teruel,0,178,0.00,2005
41807,Huila,Timaná,0,377,0.00,2005
41872,Huila,Villavieja,0,90,0.00,2005
41885,Huila,Yaguará,0,117,0.00,2005
44078,La Guajira,Barrancas,0,503,0.00,2005
44098,La Guajira,Distracción,0,156,0.00,2005
44110,La Guajira,El Molino,0,121,0.00,2005
44279,La Guajira,Fonseca,0,710,0.00,2005
44378,La Guajira,Hatonuevo,0,237,0.00,2005
44420,La Guajira,La Jagua del Pilar,0,32,0.00,2005
44874,La Guajira,Villanueva,0,510,0.00,2005
47030,Magdalena,Algarrobo,0,247,0.00,2005
47161,Magdalena,Cerro San Antonio,0,179,0.00,2005
47205,Magdalena,Concordia,0,148,0.00,2005
47258,Magdalena,El Piñon,0,264,0.00,2005
47460,Magdalena,Nueva Granada,0,177,0.00,2005
47541,Magdalena,Pedraza,0,155,0.00,2005
47605,Magdalena,Remolino,0,109,0.00,2005
47660,Magdalena,Sabanas de San Angel,0,100,0.00,2005
47675,Magdalena,Salamina,0,144,0.00,2005
47692,Magdalena,San Sebastián de Buenavista,0,344,0.00,2005
47703,Magdalena,San Zenón,0,100,0.00,2005
47707,Magdalena,Santa Ana,0,361,0.00,2005
47720,Magdalena,Santa Bárbara de Pinto,0,121,0.00,2005
47745,Magdalena,Sitionuevo,0,221,0.00,2005
50110,Meta,Barranca de Upía,0,72,0.00,2005
50124,Meta,Cabuyaro,0,66,0.00,2005
50223,Meta,Cubarral,0,103,0.00,2005
50226,Meta,Cumaral,0,291,0.00,2005
50245,Meta,El Calvario,0,32,0.00,2005
50251,Meta,El Castillo,0,111,0.00,2005
50270,Meta,El Dorado,0,65,0.00,2005
50318,Meta,Guamal,0,172,0.00,2005
50330,Meta,Mesetas,0,193,0.00,2005
50400,Meta,Lejanías,0,189,0.00,2005
50450,Meta,Puerto Concordia,0,129,0.00,2005
50568,Meta,Puerto Gaitán,0,398,0.00,2005
50573,Meta,Puerto López,0,558,0.00,2005
50590,Meta,Puerto Rico,0,294,0.00,2005
50606,Meta,Restrepo,0,181,0.00,2005
50680,Meta,San Carlos de Guaroa,0,147,0.00,2005
50686,Meta,San Juanito,0,38,0.00,2005
50689,Meta,San Martín,0,431,0.00,2005
50711,Meta,Vistahermosa,0,444,0.00,2005
52019,Nariño,Albán,0,148,0.00,2005
52022,Nariño,Aldana,0,100,0.00,2005
52036,Nariño,Ancuyá,0,145,0.00,2005
52083,Nariño,Belén,0,99,0.00,2005
52110,Nariño,Buesaco,0,408,0.00,2005
52203,Nariño,Colón,0,145,0.00,2005
52207,Nariño,Consaca,0,134,0.00,2005
52210,Nariño,Contadero,0,94,0.00,2005
52215,Nariño,Córdoba,0,245,0.00,2005
52224,Nariño,Cuaspud,0,173,0.00,2005
52233,Nariño,Cumbitara,0,124,0.00,2005
52240,Nariño,Chachagüí,0,248,0.00,2005
52254,Nariño,El Peñol,0,128,0.00,2005
52256,Nariño,El Rosario,0,212,0.00,2005
52258,Nariño,El Tablón de Gómez,0,199,0.00,2005
52260,Nariño,El Tambo,0,280,0.00,2005
52287,Nariño,Funes,0,125,0.00,2005
52317,Nariño,Guachucal,0,231,0.00,2005
52320,Nariño,Guaitarilla,0,175,0.00,2005
52352,Nariño,Iles,0,111,0.00,2005
52354,Nariño,Imués,0,88,0.00,2005
52378,Nariño,La Cruz,0,288,0.00,2005
52381,Nariño,La Florida,0,155,0.00,2005
52385,Nariño,La Llanada,0,55,0.00,2005
52399,Nariño,La Unión,0,483,0.00,2005
52405,Nariño,Leiva,0,297,0.00,2005
52411,Nariño,Linares,0,155,0.00,2005
52418,Nariño,Los Andes,0,187,0.00,2005
52427,Nariño,Magüi,0,70,0.00,2005
52435,Nariño,Mallama,0,97,0.00,2005
52480,Nariño,Nariño,0,54,0.00,2005
52506,Nariño,Ospina,0,96,0.00,2005
52520,Nariño,Francisco Pizarro,0,93,0.00,2005
52540,Nariño,Policarpa,0,218,0.00,2005
52560,Nariño,Potosí,0,152,0.00,2005
52565,Nariño,Providencia,0,94,0.00,2005
52573,Nariño,Puerres,0,126,0.00,2005
52585,Nariño,Pupiales,0,290,0.00,2005
52612,Nariño,Ricaurte,0,297,0.00,2005
52621,Nariño,Roberto Payán,0,98,0.00,2005
52683,Nariño,Sandoná,0,360,0.00,2005
52685,Nariño,San Bernardo,0,104,0.00,2005
52687,Nariño,San Lorenzo,0,288,0.00,2005
52693,Nariño,San Pablo,0,247,0.00,2005
52694,Nariño,San Pedro de Cartago,0,102,0.00,2005
52696,Nariño,Santa Bárbara,0,42,0.00,2005
52699,Nariño,Santacruz,0,82,0.00,2005
52720,Nariño,Sapuyes,0,130,0.00,2005
52786,Nariño,Taminango,0,310,0.00,2005
52788,Nariño,Tangua,0,124,0.00,2005
52885,Nariño,Yacuanquer,0,146,0.00,2005
54051,Norte de Santander,Arboledas,0,98,0.00,2005
54099,Norte de Santander,Bochalema,0,112,0.00,2005
54125,Norte de Santander,Cácota,0,24,0.00,2005
54128,Norte de Santander,Cachirá,0,144,0.00,2005
54172,Norte de Santander,Chinácota,0,162,0.00,2005
54174,Norte de Santander,Chitagá,0,150,0.00,2005
54223,Norte de Santander,Cucutilla,0,107,0.00,2005
54239,Norte de Santander,Durania,0,54,0.00,2005
54245,Norte de Santander,El Carmen,0,152,0.00,2005
54250,Norte de Santander,El Tarra,0,116,0.00,2005
54313,Norte de Santander,Gramalote,0,120,0.00,2005
54344,Norte de Santander,Hacarí,0,90,0.00,2005
54347,Norte de Santander,Herrán,0,20,0.00,2005
54377,Norte de Santander,Labateca,0,82,0.00,2005
54385,Norte de Santander,La Esperanza,0,131,0.00,2005
54398,Norte de Santander,La Playa,0,70,0.00,2005
54405,Norte de Santander,Los Patios,0,1038,0.00,2005
54418,Norte de Santander,Lourdes,0,46,0.00,2005
54480,Norte de Santander,Mutiscua,0,68,0.00,2005
54553,Norte de Santander,Puerto Santander,0,115,0.00,2005
54599,Norte de Santander,Ragonvalia,0,51,0.00,2005
54660,Norte de Santander,Salazar,0,151,0.00,2005
54670,Norte de Santander,San Calixto,0,61,0.00,2005
54673,Norte de Santander,San Cayetano,0,60,0.00,2005
54680,Norte de Santander,Santiago,0,53,0.00,2005
54720,Norte de Santander,Sardinata,0,328,0.00,2005
54743,Norte de Santander,Silos,0,93,0.00,2005
54871,Norte de Santander,Villa Caro,0,50,0.00,2005
63111,Quindio,Buenavista,0,27,0.00,2005
63212,Quindio,Córdoba,0,82,0.00,2005
63272,Quindio,Filandia,0,166,0.00,2005
63302,Quindio,Génova,0,137,0.00,2005
63401,Quindio,La Tebaida,0,591,0.00,2005
63548,Quindio,Pijao,0,95,0.00,2005
63594,Quindio,Quimbaya,0,471,0.00,2005
63690,Quindio,Salento,0,83,0.00,2005
66045,Risaralda,Apía,0,207,0.00,2005
66075,Risaralda,Balboa,0,75,0.00,2005
66088,Risaralda,Belén de Umbría,0,441,0.00,2005
66318,Risaralda,Guática,0,153,0.00,2005
66383,Risaralda,La Celia,0,129,0.00,2005
66400,Risaralda,La Virginia,0,530,0.00,2005
66440,Risaralda,Marsella,0,311,0.00,2005
68013,Santander,Aguada,0,21,0.00,2005
68020,Santander,Albania,0,29,0.00,2005
68051,Santander,Aratoca,0,154,0.00,2005
68079,Santander,Barichara,0,102,0.00,2005
68092,Santander,Betulia,0,53,0.00,2005
68101,Santander,Bolívar,0,151,0.00,2005
68121,Santander,Cabrera,0,43,0.00,2005
68132,Santander,California,0,25,0.00,2005
68147,Santander,Capitanejo,0,90,0.00,2005
68152,Santander,Carcasí,0,97,0.00,2005
68160,Santander,Cepitá,0,33,0.00,2005
68162,Santander,Cerrito,0,95,0.00,2005
68167,Santander,Charalá,0,210,0.00,2005
68169,Santander,Charta,0,39,0.00,2005
68176,Santander,Chima,0,71,0.00,2005
68179,Santander,Chipatá,0,80,0.00,2005
68207,Santander,Concepción,0,98,0.00,2005
68209,Santander,Confines,0,50,0.00,2005
68211,Santander,Contratación,0,65,0.00,2005
68229,Santander,Curití,0,197,0.00,2005
68235,Santander,El Carmen de Chucurí,0,262,0.00,2005
68245,Santander,El Guacamayo,0,36,0.00,2005
68250,Santander,El Peñón,0,81,0.00,2005
68264,Santander,Encino,0,32,0.00,2005
68266,Santander,Enciso,0,67,0.00,2005
68271,Santander,Florián,0,132,0.00,2005
68296,Santander,Galán,0,48,0.00,2005
68298,Santander,Gambita,0,78,0.00,2005
68318,Santander,Guaca,0,103,0.00,2005
68320,Santander,Guadalupe,0,87,0.00,2005
68322,Santander,Guapotá,0,35,0.00,2005
68324,Santander,Guavatá,0,39,0.00,2005
68327,Santander,Güepsa,0,93,0.00,2005
68344,Santander,Hato,0,39,0.00,2005
68368,Santander,Jesús María,0,49,0.00,2005
68370,Santander,Jordán,0,18,0.00,2005
68377,Santander,La Belleza,0,97,0.00,2005
68385,Santander,Landázuri,0,286,0.00,2005
68397,Santander,La Paz,0,84,0.00,2005
68406,Santander,Lebríja,0,662,0.00,2005
68418,Santander,Los Santos,0,240,0.00,2005
68425,Santander,Macaravita,0,44,0.00,2005
68432,Santander,Málaga,0,331,0.00,2005
68444,Santander,Matanza,0,59,0.00,2005
68464,Santander,Mogotes,0,236,0.00,2005
68468,Santander,Molagavita,0,68,0.00,2005
68498,Santander,Ocamonte,0,94,0.00,2005
68500,Santander,Oiba,0,155,0.00,2005
68522,Santander,Palmar,0,15,0.00,2005
68524,Santander,Palmas del Socorro,0,26,0.00,2005
68533,Santander,Páramo,0,70,0.00,2005
68549,Santander,Pinchote,0,57,0.00,2005
68573,Santander,Puerto Parra,0,75,0.00,2005
68575,Santander,Puerto Wilches,0,810,0.00,2005
68669,Santander,San Andrés,0,103,0.00,2005
68673,Santander,San Benito,0,40,0.00,2005
68679,Santander,San Gil,0,724,0.00,2005
68686,Santander,San Miguel,0,48,0.00,2005
68705,Santander,Santa Bárbara,0,29,0.00,2005
68745,Santander,Simacota,0,126,0.00,2005
68755,Santander,Socorro,0,467,0.00,2005
68770,Santander,Suaita,0,135,0.00,2005
68780,Santander,Suratá,0,51,0.00,2005
68820,Santander,Tona,0,93,0.00,2005
68855,Santander,Valle de San José,0,84,0.00,2005
68861,Santander,Vélez,0,307,0.00,2005
